,name,synonym,all_possible_synonyms,all_possible_synonyms_formatted,all_possible_synonyms_tok
704,Melaleuca Alternifolia Leaf Oil,"Tea Tree Oil, Tea Tree Essential Oil,Tto","Melaleuca Alternifolia Leaf Oil, Tea Tree Oil, Tea Tree Essential Oil,Tto","Melaleuca Alternifolia Leaf Oil, Tea Tree Oil, Tea Tree Essential Oil,Tto","melaleuca alternifolia leaf oil, tea tree oil, tea tree essential oil,tto"
705,Myristyl Alcohol,"Tetradecanol, 1-Tetradecanol","Myristyl Alcohol, Tetradecanol, 1-Tetradecanol","Myristyl Alcohol, Tetradecanol, 1-Tetradecanol","myristyl alcohol, tetradecanol, 1-tetradecanol"
706,Tetrasodium EDTA,Tetrasodium,"Tetrasodium EDTA, Tetrasodium","Tetrasodium EDTA, Tetrasodium","tetrasodium edta, tetrasodium"
707,Volcanic Ash,Thermal Mud,"Volcanic Ash, Thermal Mud","Volcanic Ash, Thermal Mud","volcanic ash, thermal mud"
708,Thiamine Hcl,Thiamine Hydrochloride,"Thiamine Hcl, Thiamine Hydrochloride","Thiamine Hcl, Thiamine Hydrochloride","thiamine hcl, thiamine hydrochloride"
709,Thymus Vulgaris Oil,Thyme Essential Oil,"Thymus Vulgaris Oil, Thyme Essential Oil","Thymus Vulgaris Oil, Thyme Essential Oil","thymus vulgaris oil, thyme essential oil"
710,Lilium Tigrinum Extract,Tiger Lily,"Lilium Tigrinum Extract, Tiger Lily","Lilium Tigrinum Extract, Tiger Lily","lilium tigrinum extract, tiger lily"
711,Cyperus Esculentus Root Oil,Tigernut Oil,"Cyperus Esculentus Root Oil, Tigernut Oil","Cyperus Esculentus Root Oil, Tigernut Oil","cyperus esculentus root oil, tigernut oil"
712,Tin Oxide,Tin(Iv) Oxide,"Tin Oxide, Tin(Iv) Oxide","Tin Oxide, Tin(Iv) Oxide","tin oxide, tin(iv) oxide"
713,Tris-Biphenyl Triazine,Tinosorb A2b,"Tris-Biphenyl Triazine, Tinosorb A2b","Tris-Biphenyl Triazine, Tinosorb A2b","tris-biphenyl triazine, tinosorb a2b"
714,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol,"Tinosorb M, Bisoctrizole","Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Tinosorb M, Bisoctrizole","Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Tinosorb M, Bisoctrizole","methylene bis-benzotriazolyl tetramethylbutylphenol, tinosorb m, bisoctrizole"
715,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,"Tinosorb S, Bemotrizinol","Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Tinosorb S, Bemotrizinol","Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Tinosorb S, Bemotrizinol","bis-ethylhexyloxyphenol methoxyphenyl triazine, tinosorb s, bemotrizinol"
716,Titanium Dioxide,"Titanium Dioxide, Titanium,Titanium Dioxide (Ci 77891)","Titanium Dioxide, Titanium Dioxide, Titanium,Titanium Dioxide (Ci 77891)","Titanium Dioxide, Titanium Dioxide, Titanium,Titanium Dioxide (Ci 77891)","titanium dioxide, titanium dioxide, titanium,titanium dioxide (ci 77891)"
717,Solanum Lycopersicum Fruit,Tomato,"Solanum Lycopersicum Fruit, Tomato","Solanum Lycopersicum Fruit, Tomato","solanum lycopersicum fruit, tomato"
718,Solanum Lycopersicum Fruit Juice,Tomato Juice,"Solanum Lycopersicum Fruit Juice, Tomato Juice","Solanum Lycopersicum Fruit Juice, Tomato Juice","solanum lycopersicum fruit juice, tomato juice"
719,Solanum Lycopersicum Seed Extract,Tomato Seed Extract,"Solanum Lycopersicum Seed Extract, Tomato Seed Extract","Solanum Lycopersicum Seed Extract, Tomato Seed Extract","solanum lycopersicum seed extract, tomato seed extract"
720,Tea-Stearate,Triethanolamine Stearate,"Tea-Stearate, Triethanolamine Stearate","Tea-Stearate, Triethanolamine Stearate","tea-stearate, triethanolamine stearate"
721,Camellia Japonica Flower Extract,Tsubaki Flower Extract,"Camellia Japonica Flower Extract, Tsubaki Flower Extract","Camellia Japonica Flower Extract, Tsubaki Flower Extract","camellia japonica flower extract, tsubaki flower extract"
722,Camellia Japonica Seed Oil,Tsubaki Oil,"Camellia Japonica Seed Oil, Tsubaki Oil","Camellia Japonica Seed Oil, Tsubaki Oil","camellia japonica seed oil, tsubaki oil"
723,Curcuma Longa Root Powder,Turmeric Powder,"Curcuma Longa Root Powder, Turmeric Powder","Curcuma Longa Root Powder, Turmeric Powder","curcuma longa root powder, turmeric powder"
724,Curcuma Longa Root,Turmeric Root,"Curcuma Longa Root, Turmeric Root","Curcuma Longa Root, Turmeric Root","curcuma longa root, turmeric root"
725,Curcuma Longa Root Oil,Turmeric Root Oil,"Curcuma Longa Root Oil, Turmeric Root Oil","Curcuma Longa Root Oil, Turmeric Root Oil","curcuma longa root oil, turmeric root oil"
726,Polysorbate 20,"Tween 20, Polyoxyethylene Sorbitan Monolaurate","Polysorbate 20, Tween 20, Polyoxyethylene Sorbitan Monolaurate",Polysorbate 20. Tween 20. Polyoxyethylene Sorbitan Monolaurate,polysorbate 20. tween 20. polyoxyethylene sorbitan monolaurate
727,Polysorbate 80,"Tween 80, Polyoxyethylene Sorbitan Monooleate","Polysorbate 80, Tween 80, Polyoxyethylene Sorbitan Monooleate",Polysorbate 80. Tween 80. Polyoxyethylene Sorbitan Monooleate,polysorbate 80. tween 80. polyoxyethylene sorbitan monooleate
728,Tranexamic Acid,Txa,"Tranexamic Acid, Txa","Tranexamic Acid, Txa","tranexamic acid, txa"
729,Vaccinium Myrtillus Fruit Extract,"Vacciniumm Myrtillus, Bilberry Extract,Bilberry","Vaccinium Myrtillus Fruit Extract, Vacciniumm Myrtillus, Bilberry Extract,Bilberry","Vaccinium Myrtillus Fruit Extract, Vacciniumm Myrtillus, Bilberry Extract,Bilberry","vaccinium myrtillus fruit extract, vacciniumm myrtillus, bilberry extract,bilberry"
730,Vanilla Planifolia Fruit Extract,Vanilla Extract,"Vanilla Planifolia Fruit Extract, Vanilla Extract","Vanilla Planifolia Fruit Extract, Vanilla Extract","vanilla planifolia fruit extract, vanilla extract"
731,Vanilla Planifolia Seed,Vanilla Orchid Seed,"Vanilla Planifolia Seed, Vanilla Orchid Seed","Vanilla Planifolia Seed, Vanilla Orchid Seed","vanilla planifolia seed, vanilla orchid seed"
732,Vanillin,Vanilla Powder,"Vanillin, Vanilla Powder","Vanillin, Vanilla Powder","vanillin, vanilla powder"
733,Collagen,Vegetable Collagen,"Collagen, Vegetable Collagen","Collagen, Vegetable Collagen","collagen, vegetable collagen"
734,Vegetable Oil,Vegetable Fats,"Vegetable Oil, Vegetable Fats","Vegetable Oil, Vegetable Fats","vegetable oil, vegetable fats"
735,Glycerin,"Vegetable Glycerin, Glycerine,Glycerol","Glycerin, Vegetable Glycerin, Glycerine,Glycerol","Glycerin, Vegetable Glycerin, Glycerine,Glycerol","glycerin, vegetable glycerin, glycerine,glycerol"
736,Vetiveria Zizanoides Root Oil,"Vetiver Essential Oil, Vetiver Oil","Vetiveria Zizanoides Root Oil, Vetiver Essential Oil, Vetiver Oil","Vetiveria Zizanoides Root Oil, Vetiver Essential Oil, Vetiver Oil","vetiveria zizanoides root oil, vetiver essential oil, vetiver oil"
737,Fragaria Virginiana Seed Oil,"Virginia Strawberry Seed Oil, North America Strawberry Seed Oil","Fragaria Virginiana Seed Oil, Virginia Strawberry Seed Oil, North America Strawberry Seed Oil","Fragaria Virginiana Seed Oil, Virginia Strawberry Seed Oil, North America Strawberry Seed Oil","fragaria virginiana seed oil, virginia strawberry seed oil, north america strawberry seed oil"
738,Retinol,Vitamin A,"Retinol, Vitamin A","Retinol, Vitamin A","retinol, vitamin a"
739,Retinyl Palmitate,Vitamin A Palmitate,"Retinyl Palmitate, Vitamin A Palmitate","Retinyl Palmitate, Vitamin A Palmitate","retinyl palmitate, vitamin a palmitate"
740,Niacinamide,"Vitamin B3, Nicotinamide,3-Pyridinecarboxamide","Niacinamide, Vitamin B3, Nicotinamide,3-Pyridinecarboxamide","Niacinamide, Vitamin B3. Nicotinamide,3-Pyridinecarboxamide","niacinamide, vitamin b3. nicotinamide,3-pyridinecarboxamide"
741,Ascorbic Acid,"Vitamin C, L-Ascorbic Acid","Ascorbic Acid, Vitamin C, L-Ascorbic Acid","Ascorbic Acid, Vitamin C, L-Ascorbic Acid","ascorbic acid, vitamin c, l-ascorbic acid"
742,Tocopherol,Vitamin E,"Tocopherol, Vitamin E","Tocopherol, Vitamin E","tocopherol, vitamin e"
743,Vitis Vinifera Seed Extract,"Vitis Vinifer Seed Extract, Grape Seed Extract","Vitis Vinifera Seed Extract, Vitis Vinifer Seed Extract, Grape Seed Extract","Vitis Vinifera Seed Extract, Vitis Vinifer Seed Extract, Grape Seed Extract","vitis vinifera seed extract, vitis vinifer seed extract, grape seed extract"
744,Pumice,Volcanic Ash,"Pumice, Volcanic Ash","Pumice, Volcanic Ash","pumice, volcanic ash"
745,Undaria Pinnatifida Extract,Wakame,"Undaria Pinnatifida Extract, Wakame","Undaria Pinnatifida Extract, Wakame","undaria pinnatifida extract, wakame"
746,Juglans Regia Seed,Walnut,"Juglans Regia Seed, Walnut","Juglans Regia Seed, Walnut","juglans regia seed, walnut"
747,Juglans Regia Seed Oil,Walnut Oil,"Juglans Regia Seed Oil, Walnut Oil","Juglans Regia Seed Oil, Walnut Oil","juglans regia seed oil, walnut oil"
748,Juglans Regia Shell Powder,Walnut Shell Powder,"Juglans Regia Shell Powder, Walnut Shell Powder","Juglans Regia Shell Powder, Walnut Shell Powder","juglans regia shell powder, walnut shell powder"
749,Sodium Polyacrylate,Waterlock,"Sodium Polyacrylate, Waterlock","Sodium Polyacrylate, Waterlock","sodium polyacrylate, waterlock"
750,Citrullus Lanatus Fruit Extract,"Watermelon Extract, Watermelon,Citrullus Lanatus","Citrullus Lanatus Fruit Extract, Watermelon Extract, Watermelon,Citrullus Lanatus","Citrullus Lanatus Fruit Extract, Watermelon Extract, Watermelon,Citrullus Lanatus","citrullus lanatus fruit extract, watermelon extract, watermelon,citrullus lanatus"
751,Citrullus Lanatus Seed,"Watermelon Seed, Kalahari Melon Seed","Citrullus Lanatus Seed, Watermelon Seed, Kalahari Melon Seed","Citrullus Lanatus Seed, Watermelon Seed, Kalahari Melon Seed","citrullus lanatus seed, watermelon seed, kalahari melon seed"
752,Citrullus Lanatus Seed Extract,Watermelon Seed Extract,"Citrullus Lanatus Seed Extract, Watermelon Seed Extract","Citrullus Lanatus Seed Extract, Watermelon Seed Extract","citrullus lanatus seed extract, watermelon seed extract"
753,Citrullus Lanatus Seed Oil,Watermelon Seed Oil,"Citrullus Lanatus Seed Oil, Watermelon Seed Oil","Citrullus Lanatus Seed Oil, Watermelon Seed Oil","citrullus lanatus seed oil, watermelon seed oil"
754,Citrullus Lanatus Fruit Water,Watermelon Water,"Citrullus Lanatus Fruit Water, Watermelon Water","Citrullus Lanatus Fruit Water, Watermelon Water","citrullus lanatus fruit water, watermelon water"
755,Wheat Germ Glycerides,Wheat Germ Glyceride,"Wheat Germ Glycerides, Wheat Germ Glyceride","Wheat Germ Glycerides, Wheat Germ Glyceride","wheat germ glycerides, wheat germ glyceride"
756,Hydrolyzed Wheat Protein,Wheat Protein,"Hydrolyzed Wheat Protein, Wheat Protein","Hydrolyzed Wheat Protein, Wheat Protein","hydrolyzed wheat protein, wheat protein"
757,Triticum Vulgare Germ Oil,Wheatgerm Oil,"Triticum Vulgare Germ Oil, Wheatgerm Oil","Triticum Vulgare Germ Oil, Wheatgerm Oil","triticum vulgare germ oil, wheatgerm oil"
758,Strelitzia Nicolai Seed Aril Extract,White Bird Of Paradise,"Strelitzia Nicolai Seed Aril Extract, White Bird Of Paradise","Strelitzia Nicolai Seed Aril Extract, White Bird Of Paradise","strelitzia nicolai seed aril extract, white bird of paradise"
759,Salix Alba Extract,White Willow Bark,"Salix Alba Extract, White Willow Bark","Salix Alba Extract, White Willow Bark","salix alba extract, white willow bark"
760,Fragaria Vesca Fruit Extract,"Wild Strawberry Extract, Alpine Strawberry Extract,European Strawberry Extract","Fragaria Vesca Fruit Extract, Wild Strawberry Extract, Alpine Strawberry Extract,European Strawberry Extract","Fragaria Vesca Fruit Extract, Wild Strawberry Extract, Alpine Strawberry Extract,European Strawberry Extract","fragaria vesca fruit extract, wild strawberry extract, alpine strawberry extract,european strawberry extract"
761,Fragaria Vesca Leaf Extract,"Wild Strawberry Leaf, European Strawberry Leaf","Fragaria Vesca Leaf Extract, Wild Strawberry Leaf, European Strawberry Leaf","Fragaria Vesca Leaf Extract, Wild Strawberry Leaf, European Strawberry Leaf","fragaria vesca leaf extract, wild strawberry leaf, european strawberry leaf"
762,Fragaria Vesca Seed,"Wild Strawberry Seed, Alpine Strawberry Seed,European Strawberry Seed","Fragaria Vesca Seed, Wild Strawberry Seed, Alpine Strawberry Seed,European Strawberry Seed","Fragaria Vesca Seed, Wild Strawberry Seed, Alpine Strawberry Seed,European Strawberry Seed","fragaria vesca seed, wild strawberry seed, alpine strawberry seed,european strawberry seed"
763,Fragaria Vesca Fruit,"Wild Strawberry, European Strawberry,Alpine Strawberry","Fragaria Vesca Fruit, Wild Strawberry, European Strawberry,Alpine Strawberry","Fragaria Vesca Fruit, Wild Strawberry, European Strawberry,Alpine Strawberry","fragaria vesca fruit, wild strawberry, european strawberry,alpine strawberry"
764,Dipsacus Sylvestris Extract,Wild Teasel,"Dipsacus Sylvestris Extract, Wild Teasel","Dipsacus Sylvestris Extract, Wild Teasel","dipsacus sylvestris extract, wild teasel"
765,Dioscorea Villosa Root Extract,Wild Yam Root Extract,"Dioscorea Villosa Root Extract, Wild Yam Root Extract","Dioscorea Villosa Root Extract, Wild Yam Root Extract","dioscorea villosa root extract, wild yam root extract"
766,Salix Alba Bark Extract,"Willow Bark, White Willow Bark Extract","Salix Alba Bark Extract, Willow Bark, White Willow Bark Extract","Salix Alba Bark Extract, Willow Bark, White Willow Bark Extract","salix alba bark extract, willow bark, white willow bark extract"
767,Withania Somnifera Extract,Winter Cherry Extract,"Withania Somnifera Extract, Winter Cherry Extract","Withania Somnifera Extract, Winter Cherry Extract","withania somnifera extract, winter cherry extract"
768,Gaultheria Fragrantissima Leaf Oil,Wintergreen Essential Oil,"Gaultheria Fragrantissima Leaf Oil, Wintergreen Essential Oil","Gaultheria Fragrantissima Leaf Oil, Wintergreen Essential Oil","gaultheria fragrantissima leaf oil, wintergreen essential oil"
769,Hamamelis Virginiana Extract,Witch Hazel Extract,"Hamamelis Virginiana Extract, Witch Hazel Extract","Hamamelis Virginiana Extract, Witch Hazel Extract","hamamelis virginiana extract, witch hazel extract"
770,Hamamelis Virginiana Water,Witch Hazel Water,"Hamamelis Virginiana Water, Witch Hazel Water","Hamamelis Virginiana Water, Witch Hazel Water","hamamelis virginiana water, witch hazel water"
771,Xanthan Gum,Xanthomonas Campestris Gum,"Xanthan Gum, Xanthomonas Campestris Gum","Xanthan Gum, Xanthomonas Campestris Gum","xanthan gum, xanthomonas campestris gum"
772,Achillea Millefolium Extract,Yarrow Extract,"Achillea Millefolium Extract, Yarrow Extract","Achillea Millefolium Extract, Yarrow Extract","achillea millefolium extract, yarrow extract"
773,Saccharomyces Ferment Filtrate,Yeast Fermentation Filtrate,"Saccharomyces Ferment Filtrate, Yeast Fermentation Filtrate","Saccharomyces Ferment Filtrate, Yeast Fermentation Filtrate","saccharomyces ferment filtrate, yeast fermentation filtrate"
774,Ci 15985,"Yellow 6, Orange Yellow S,Sunset Yellow Fcf","Ci 15985, Yellow 6, Orange Yellow S,Sunset Yellow Fcf","Ci 15985. Yellow 6. Orange Yellow S,Sunset Yellow Fcf","ci 15985. yellow 6. orange yellow s,sunset yellow fcf"
775,Cananga Odorata Flower Oil,Ylang Ylang Essential Oil,"Cananga Odorata Flower Oil, Ylang Ylang Essential Oil","Cananga Odorata Flower Oil, Ylang Ylang Essential Oil","cananga odorata flower oil, ylang ylang essential oil"
776,Citrus Junos Extract,"Yuja Extract, Yuzu Extract","Citrus Junos Extract, Yuja Extract, Yuzu Extract","Citrus Junos Extract, Yuja Extract, Yuzu Extract","citrus junos extract, yuja extract, yuzu extract"
777,Citrus Junos Fruit Extract,Yuzu Fruit Extract,"Citrus Junos Fruit Extract, Yuzu Fruit Extract","Citrus Junos Fruit Extract, Yuzu Fruit Extract","citrus junos fruit extract, yuzu fruit extract"
778,Citrus Junos Fruit Oil,Yuzu Oil,"Citrus Junos Fruit Oil, Yuzu Oil","Citrus Junos Fruit Oil, Yuzu Oil","citrus junos fruit oil, yuzu oil"
779,Citrus Junos Peel Oil,Yuzu Peel Oil,"Citrus Junos Peel Oil, Yuzu Peel Oil","Citrus Junos Peel Oil, Yuzu Peel Oil","citrus junos peel oil, yuzu peel oil"
780,Citrus Junos Seed Oil,Yuzu Seed Oil,"Citrus Junos Seed Oil, Yuzu Seed Oil","Citrus Junos Seed Oil, Yuzu Seed Oil","citrus junos seed oil, yuzu seed oil"
781,Anemarrhena Asphodeloides Root Extract,Zhi Mu Root Extract,"Anemarrhena Asphodeloides Root Extract, Zhi Mu Root Extract","Anemarrhena Asphodeloides Root Extract, Zhi Mu Root Extract","anemarrhena asphodeloides root extract, zhi mu root extract"
782,Zinc Stearate,Zinc Soap,"Zinc Stearate, Zinc Soap","Zinc Stearate, Zinc Soap","zinc stearate, zinc soap"
783,Salicylic Acid,,Salicylic Acid,Salicylic Acid,salicylic acid
784,Glycolic Acid,,Glycolic Acid,Glycolic Acid,glycolic acid
785,Azelaic Acid,,Azelaic Acid,Azelaic Acid,azelaic acid
786,Lactic Acid,,Lactic Acid,Lactic Acid,lactic acid
787,Benzoyl Peroxide,,Benzoyl Peroxide,Benzoyl Peroxide,benzoyl peroxide
788,Citric Acid,,Citric Acid,Citric Acid,citric acid
789,Alpha-Arbutin,,Alpha-Arbutin,Alpha-Arbutin,alpha-arbutin
790,Ceramide 1,,Ceramide 1,Ceramide 1,ceramide 1
791,Allantoin,,Allantoin,Allantoin,allantoin
792,Centella Asiatica Leaf Cell Extract,,Centella Asiatica Leaf Cell Extract,Centella Asiatica Leaf Cell Extract,centella asiatica leaf cell extract
793,Propolis Extract,,Propolis Extract,Propolis Extract,propolis extract
794,Hydrolyzed Hyaluronic Acid,,Hydrolyzed Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,hydrolyzed hyaluronic acid
795,Adapalene,,Adapalene,Adapalene,adapalene
796,Bakuchiol,,Bakuchiol,Bakuchiol,bakuchiol
797,Kojic Acid,,Kojic Acid,Kojic Acid,kojic acid
798,Zinc Oxide,,Zinc Oxide,Zinc Oxide,zinc oxide
799,Zinc,,Zinc,Zinc,zinc
800,Dimethicone,,Dimethicone,Dimethicone,dimethicone
801,Ceramide 3,,Ceramide 3,Ceramide 3,ceramide 3
802,Caprylic/Capric Triglyceride,,Caprylic/Capric Triglyceride,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
803,Madecassoside,,Madecassoside,Madecassoside,madecassoside
804,Caffeine,,Caffeine,Caffeine,caffeine
805,Centella Asiatica Leaf Extract,,Centella Asiatica Leaf Extract,Centella Asiatica Leaf Extract,centella asiatica leaf extract
806,Snail Extract,,Snail Extract,Snail Extract,snail extract
807,Tocopheryl Acetate,,Tocopheryl Acetate,Tocopheryl Acetate,tocopheryl acetate
808,Arbutin,,Arbutin,Arbutin,arbutin
809,Ferulic Acid,,Ferulic Acid,Ferulic Acid,ferulic acid
810,Squalene,,Squalene,Squalene,squalene
811,Ceramide Ag,,Ceramide Ag,Ceramide Ag,ceramide ag
812,Colloidal Oatmeal,,Colloidal Oatmeal,Colloidal Oatmeal,colloidal oatmeal
813,Centella Asiatica Leaf,,Centella Asiatica Leaf,Centella Asiatica Leaf,centella asiatica leaf
814,Beta-Glucan,,Beta-Glucan,Beta-Glucan,beta-glucan
815,Ceramide As,,Ceramide As,Ceramide As,ceramide as
816,Betaine,,Betaine,Betaine,betaine
817,Sulfur,,Sulfur,Sulfur,sulfur
818,Zinc PCA,,Zinc PCA,Zinc PCA,zinc pca
819,Caprylyl Glycol,,Caprylyl Glycol,Caprylyl Glycol,caprylyl glycol
820,Centella Asiatica Flower/Leaf/Stem Extract,,Centella Asiatica Flower/Leaf/Stem Extract,Centella Asiatica Flower/Leaf/Stem Extract,centella asiatica flower/leaf/stem extract
821,Tripeptide-1,,Tripeptide-1,Tripeptide-1,tripeptide-1
822,Tetrahexyldecyl Ascorbate,,Tetrahexyldecyl Ascorbate,Tetrahexyldecyl Ascorbate,tetrahexyldecyl ascorbate
823,Ceramide 2,,Ceramide 2,Ceramide 2,ceramide 2
824,Centella Asiatica Leaf Water,,Centella Asiatica Leaf Water,Centella Asiatica Leaf Water,centella asiatica leaf water
825,Aloe Barbadensis Leaf Extract,,Aloe Barbadensis Leaf Extract,Aloe Barbadensis Leaf Extract,aloe barbadensis leaf extract
