Ingredient ID,Ingredient,Usage,No.of products contained in
11001,Sh-Polypeptide-108,"Antimicrobial, Antiseborrhoeic, Skin Conditioning",0
11002,Sh-Polypeptide-128,Skin Protecting,0
11003,Sh-Polypeptide-11 Dipeptide-35 O...,Skin Conditioning,0
11004,Sh-Polypeptide-116,"",0
11005,Sh-Polypeptide-126,"",0
11006,Sh-Polypeptide-15,Skin Conditioning,0
11007,Sh-Polypeptide-33,Skin Conditioning,0
11008,Sh-Polypeptide-40,Skin Conditioning,0
11009,Sh-Polypeptide-109,"",0
11010,Sh-Polypeptide-44,Skin Conditioning,0
11011,Sh-Polypeptide-111,"Skin Conditioning, Skin Protecting",0
11012,Sh-Polypeptide-119,"",0
11013,Sh-Polypeptide-124,Skin Conditioning,0
11014,Sh-Polypeptide-18,Skin Conditioning,0
11015,Sh-Polypeptide-47,Skin Conditioning,0
11016,Sh-Polypeptide-56 Rh-Polypeptide-65,"Skin Conditioning, Skin Protecting",0
11017,Sh-Polypeptide-12,Skin Conditioning,0
11018,Sh-Polypeptide-55,Skin Conditioning,0
11019,Sh-Polypeptide-57,Skin Protecting,0
11020,Sh-Polypeptide-61,"Astringent, Skin Conditioning, Skin Protecting",0
11021,Sh-Polypeptide-98,Skin Conditioning,0
11022,Sh-Polypeptide-28,Hair Conditioning,0
11023,Sh-Polypeptide-38,Skin Conditioning,0
11024,Sh-Polypeptide-41,Skin Conditioning,0
11025,Stearyl Gallate,Antioxidant,0
11026,Sh-Polypeptide-46,Skin Conditioning,0
11027,Sh-Polypeptide-53,Skin Conditioning,0
11028,Sh-Polypeptide-56 Tripeptide-44 ...,Skin Conditioning,0
11029,Sh-Tetrapeptide-1,Skin Conditioning,0
11030,Sh-Polypeptide-29,Skin Conditioning,0
11031,Sh-Polypeptide-34,Skin Conditioning,0
11032,Sh-Polypeptide-39,Skin Conditioning,0
11033,Sh-Polypeptide-91,"Humectant, Skin Conditioning, Antioxidant",0
11034,Sh-Polypeptide-48,Skin Conditioning,0
11035,Sh-Polypeptide-56,Skin Conditioning,0
11036,Sh-Polypeptide-7 Sh-Polypeptide-...,"Skin Conditioning, Skin Protecting",0
11037,Sh-Polypeptide-74,Skin Conditioning,0
11038,Sh-Polypeptide-56 Tripeptide-44 ...,Skin Conditioning,0
11039,Sh-Polypeptide-71,Skin Conditioning,0
11040,Sh-Polypeptide-75,"Skin Conditioning, Skin Protecting",0
11041,Sulindac,Antioxidant,0
11042,Sh-Polypeptide-86,Skin Conditioning,0
11043,Sh-Polypeptide-90,"Humectant, Skin Conditioning, Antioxidant",0
11044,Sh-Polypeptide-97,Skin Protecting,0
11045,Sh-Tetrapeptide-38 Trifluoroacetate,Skin Conditioning,0
11046,Sh-Tripeptide-3,Skin Conditioning,0
11047,Selaginella Pulvinata Extract,Antioxidant,0
11048,Sedum Dendroideum Leaf/Stem Extract,Skin Conditioning,0
11049,Sesamidopropyl Dimethylamine,"Antistatic, Hair Conditioning, Surfactant",0
11050,Chenopodium Quinoa Seed,"Skin Conditioning, Abrasive",7
11051,Sedimentary Rock Powder,"Absorbent, Abrasive",0
11052,Sequoiadendron Giganteum Stem Ex...,Skin Conditioning,0
11053,Sedum Kamtschaticum Callus Cultu...,"Skin Conditioning, Antioxidant",0
11054,Secale Cereale Phytoplacenta Ext...,"Skin Conditioning, Skin Protecting",0
11055,Sesamidopropylamine Oxide,"Cleansing, Skin Conditioning",0
11056,Vitis Vinifera Fruit Cell Extract,Skin Conditioning,20
11057,Sambucus Ebulus Flower Extract,Skin Conditioning,0
11058,Sambucus Nigra Cera,Masking,0
11059,Sambucus Sieboldiana Leaf/Stem E...,"Astringent, Emollient, Antioxidant",0
11060,Sambucus Williamsii Stem Extract,Skin Conditioning,0
11061,Phenyl Dimethicone,Skin Conditioning,3
11062,Sambucus Williamsii Phytoplacent...,"Antimicrobial, Antioxidant, Skin Protecting",0
11063,Sansevieria Trifasciata Leaf Ext...,Skin Conditioning,1
11064,Dilaureth-4 Dimonium Chloride,Emulsifying,0
11065,Ppg-3 Isostearyl Methyl Ether,"Emollient, Skin Conditioning",2
11066,Santolina Chamaecyparissus Extract,Tonic,0
11067,Sapindus Mukorossi Fruit Ferment...,"Antimicrobial, Antiseborrhoeic, Skin Conditioning",0
11068,Sapindus Mukorossi Seed Oil,"Antimicrobial, Emollient, Humectant",0
11069,Sanguisorba Officinalis Root/Sta...,"Abrasive, Skin Protecting",0
11070,Santalum Album Wood Powder,Skin Conditioning,0
11071,Sapindus Mukorossi Leaf Extract,"Skin Conditioning, Antioxidant, Skin Protecting",1
11072,Sargachromanol A,Skin Conditioning,0
11073,Sargachromanol F,Skin Conditioning,0
11074,Sanguisorba Officinalis Xylem Sap,Skin Conditioning,0
11075,Santalol,Perfuming,0
11076,Sarsasapogenin,Skin Conditioning,0
11077,Sassafras Officinale Bark Extract,Skin Conditioning,0
11078,Sapindus Mukorossi Fruit/Pericar...,"Cleansing, Emulsifying",0
11079,Saponaria Pumila Callus Extract,Skin Conditioning,0
11080,Sargassum Glaucescens Extract,Antioxidant,0
11081,Saussurea Lappa Root Powder,Skin Conditioning,0
11082,Scaevola Taccada Leaf Extract,Antioxidant,0
11083,Scentenal,Perfuming,3
11084,Sd Alcohol 23-H,"Astringent, Solvent",0
11085,Schinus Terebinthifolia Fruit Oil,"Antimicrobial, Masking",0
11086,Turtle Extract,"Emollient, Skin Conditioning",16
11087,Sapindus Emarginatus Fruit Extract,Skin Conditioning,0
11088,Sapphire Extract,Skin Conditioning,0
11089,Sarcothalia Crispata,Cleansing,0
11090,Sargachromanol D,Skin Conditioning,0
11091,Sasa Veitchii Leaf Powder,Humectant,0
11092,Sassafras Officinale Root Oil,Masking,0
11093,Satureja Hortensis Oil,Masking,0
11094,Sasa Kurilensis Water,Skin Conditioning,1
11095,Sodium Cyanate,"",0
11096,Sargassum Horneri Extract,Skin Conditioning,0
11097,Sargassum Siliquastrum Extract,Skin Conditioning,0
11098,Saturated Methylene Diphenyl Dii...,"",0
11099,Saussurea Lappa Root Extract,Skin Conditioning,0
11100,Sarracenia Leucophylla Flower/Le...,Skin Protecting,0
11101,Sasa Senanensis Leaf Extract,"Absorbent, Astringent, Perfuming",0
11102,Sasa Veitchii Leaf/Stem Water,Humectant,0
11103,Saussurea Lappa Extract Hydrogen...,Perfuming,0
11104,Ppg-9 Diglyceryl Ether,Skin Conditioning,4
11105,Satureja Montana Flower/Leaf/Ste...,Flavouring,0
11106,Saururus Chinensis Flower Extract,"Astringent, Antioxidant",0
11107,Saxifraga Rotundifolia Flower/Le...,Skin Conditioning,0
11108,Saxifraga Stolonifera Leaf Powder,Skin Conditioning,0
11109,Schinziophyton Rautanenii Kernel...,Abrasive,0
11110,Schizophylum Commune Extract,Skin Protecting,0
11111,Saururus Chinensis Flower/Leaf/S...,Skin Conditioning,0
11112,Saxifraga Cespitosa Extract,Skin Conditioning,0
11113,Saxifraga Sarmentosa Water,Skin Conditioning,0
11114,Schima Wallichii Bark Extract,Humectant,0
11115,Schizosaccharomyces Ferment Extr...,"Humectant, Skin Conditioning",0
11116,Sciadopitys Verticillata Branch/...,Masking,0
11117,Schinus Molle Leaf Extract,Skin Conditioning,1
11118,Schizophyllum Commune Mycelium/R...,"Humectant, Skin Conditioning, Antioxidant",0
11119,Propyl Acetate,"Perfuming, Solvent",3
11120,Schisandra Chinensis Fruit Water,"Masking, Skin Conditioning",0
11121,Triphenyl Trimethicone,"Emollient, Skin Conditioning",1
11122,Schinus Terebinthifolius Seed Oil,"",0
11123,Schinziophyton Rautanenii Kernel...,"Emollient, Emulsifying, Skin Conditioning",0
11124,Schisandra Chinensis Leaf Extract,Antioxidant,0
11125,Sclerocarya Birrea Callus Extract,Antioxidant,0
11126,Sclerocarya Birrea Leaf Extract,Skin Conditioning,0
11127,Tripeptide-68,Skin Conditioning,0
11128,Sclerocarya Birrea Seedcake,"Skin Conditioning, Abrasive",0
11129,Potassium Undecylenoyl Hydrolyze...,"Emulsion Stabilising, Skin Conditioning",1
11130,Schisandra Chinensis Phytoplacen...,"Antimicrobial, Antiseborrhoeic, Antioxidant",0
11131,Schleichera Trijuga Seed Oil,Skin Conditioning,0
11132,Sciadopitys Verticillata Leaf Oil,"Emollient, Skin Conditioning",0
11133,Sclerocarya Birrea Seed Oil Poly...,"Emulsifying, Skin Conditioning",0
11134,Schizophyllum Commune Ferment Fi...,"Humectant, Skin Conditioning",0
11135,Schizandra Nigra Fruit Extract,Skin Conditioning,1
11136,Sd Alcohol 40-A,"Astringent, Solvent",1
11137,Schizosaccharomyces/Fig Fruit Fe...,Skin Conditioning,0
11138,Schkuhria Pinnata Extract,"Skin Conditioning, Antioxidant, Skin Protecting",0
11139,Scleranthus Annuus Flower Extract,Skin Protecting,0
11140,Scrophularia Koraiensis Root Ext...,"Humectant, Skin Conditioning",0
11141,Sodium Cocoyl (Arginine/Aspartic...,Cleansing,1
11142,Sd Alcohol 39-A,"Astringent, Solvent",0
11143,Scirpus Fluviatilis Rhizome Extract,Skin Conditioning,0
11144,Sclareol,Perfuming,0
11145,Scordinine,Skin Conditioning,0
11146,Scutellaria Baicalensis Sprout E...,Antioxidant,0
11147,Sd Alcohol 38-B,"Astringent, Solvent",2
11148,Hydroxyceteth-60,Cleansing,0
11149,Sd Alcohol 39-C,"Astringent, Solvent",3
11150,Scoparia Dulcis Flower/Leaf/Stem...,Skin Conditioning,0
11151,Sd Alcohol 23-A,"Astringent, Solvent",0
11152,Sd Alcohol 38-F,"Astringent, Solvent",0
11153,Sec-Butylphenyl Ethyl Glyceryl D...,"Humectant, Antioxidant",0
11154,Scutellaria Baicalensis Callus C...,Skin Conditioning,0
11155,Scutellaria Galericulata Extract,Soothing,0
11156,Scutellaria Lateriflora Flower P...,Skin Conditioning,0
11157,Sd Alcohol 30,"Astringent, Solvent",0
11158,Sd Alcohol 39-B,"Astringent, Solvent",0
11159,Sd Alcohol 40-C,"Astringent, Solvent",0
11160,Sea Urchin Extract,Skin Conditioning,0
11161,Secale Cereale Callus Extract,Skin Conditioning,0
11162,Sea Water/Opuntia Ficus-Indica F...,"Humectant, Skin Conditioning, Antioxidant",0
11163,Sedum Purpureum Extract,Skin Conditioning,0
11164,Seahorse Extract,Skin Conditioning,2
11165,Selenicereus Monacanthus Bud Ext...,"Bleaching, Skin Conditioning, Antioxidant",0
11166,Sesamide Dea,"Foam Boosting, Surfactant, Viscosity Controlling",0
11167,Sea Cucumber Powder,Skin Conditioning,0
11168,Senecio Cannabifolius Extract,Humectant,0
11169,Sequoiadendron Giganteum Callus ...,"Humectant, Antioxidant, Skin Protecting",0
11170,Sh-Hexapeptide-4,Skin Conditioning,0
11171,Sea Water/Torreya Nucifera Leaf ...,"Humectant, Skin Conditioning, Antioxidant",0
11172,Secale Cereale Adventitious Root...,Skin Conditioning,0
11173,Sequoiadendron Giganteum Bud Ext...,Skin Protecting,0
11174,Sepiolite Extract,Skin Conditioning,1
11175,Ganoderma Lucidum Mycelium Ferme...,Antioxidant,0
11176,Sambucus Nigra Branch Extract,"Emollient, Skin Conditioning",0
11177,Adeps Bovis,Emollient,2
11178,Saccharina Longicruris Extract,"Humectant, Skin Conditioning",0
11179,S-Mouse Oligopeptide-1,"",0
11180,S-Mussel Oligopeptide-2,"Emollient, Humectant, Skin Conditioning",0
11181,Sabatia Angularis Extract,Skin Conditioning,0
11182,Ruta Graveolens Herb Oil,Perfuming,0
11183,S-Bovine Oligopeptide-1,Hair Conditioning,0
11184,S-Clostridium Botulinum Decapept...,Skin Protecting,0
11185,S-Hiv-1 Oligopeptide-5 Sh-Decape...,Antiseborrhoeic,0
11186,S-Methanocaldococcus Jannaschii ...,Skin Conditioning,0
11187,S-Mussel Oligopeptide-1,Skin Conditioning,0
11188,S-Tertiapin Sp,Skin Protecting,0
11189,S-Enterobacteria Phage T4 Decape...,Skin Conditioning,0
11190,S-Melittin,Skin Conditioning,0
11191,S-Mussel Hexapeptide-1 Sp,"Emollient, Humectant, Skin Conditioning",0
11192,S-Staphylococcus Aureus Polypept...,"",0
11193,S-Viper Cysteine-Rich Venom Protein,Skin Protecting,0
11194,Saccharomyces Bouladardii/(Aspar...,Skin Conditioning,0
11195,S-Octopus Hexapeptide-1 Sp,"Humectant, Skin Conditioning, Antioxidant",0
11196,S-Rice Oligopeptide-1,Antioxidant,0
11197,Saccharomyces/(Asparagus Cochinc...,Skin Conditioning,0
11198,Saccharomyces/Alchemilla Vulgari...,"Skin Conditioning, Antioxidant",0
11199,Saccharomyces/Anemarrhena Asphod...,Skin Conditioning,0
11200,S-Pentadiplandra Brazzeana Defen...,"",0
11201,S-Stearoyl Glutathione,Antioxidant,0
11202,S-Silkworm Oligopeptide-1 Sp,"",0
11203,Saccharomyces/(Achyranthes Biden...,Skin Conditioning,0
11204,Saccharomyces/Achyranthes Bident...,Skin Conditioning,0
11205,Saccharomyces/Calcium/Germanium ...,Skin Conditioning,0
11206,Saccharomyces/Cornus Officinalis...,Skin Conditioning,0
11207,Saccharomyces/(Angelica Gigas/Cn...,Skin Conditioning,0
11208,Saccharomyces/Artemisia Gmelinii...,"Humectant, Skin Conditioning",0
11209,Saccharomyces/Barley Seed Fermen...,Skin Conditioning,0
11210,Saccharomyces/Capsicum Annuum Fr...,Skin Conditioning,0
11211,Saccharomyces/Coconut Flower Nec...,"Humectant, Skin Conditioning",0
11212,Saccharomyces/Achyranthes Bident...,Skin Conditioning,0
11213,Saccharomyces/Honey/Panax Ginsen...,Antioxidant,0
11214,Saccharomyces/Gold Ferment Lysat...,Skin Conditioning,0
11215,Saccharomyces/Ipomoea Batatas Ro...,Humectant,0
11216,Saccharomyces/Kaempferia Parvifl...,Antioxidant,0
11217,Saccharomyces/Apple Fruit/Hydrol...,Skin Conditioning,0
11218,Saccharomyces/Aspergillus/Hydrol...,"Skin Conditioning, Antioxidant",0
11219,Saccharomyces/Camellia Japonica ...,Skin Conditioning,0
11220,Saccharomyces/Hydrolyzed Rice Br...,Skin Conditioning,0
11221,Saccharomyces/Horse Placenta Fer...,"Emollient, Skin Conditioning",0
11222,Saccharomyces/Camellia Sinensis ...,Skin Conditioning,0
11223,Saccharomyces/Astragalus Membran...,"Skin Conditioning, Antioxidant, Skin Protecting",0
11224,Saccharomyces/Argania Spinosa Ke...,"Emollient, Skin Conditioning",0
11225,Potato Starch Modified,Viscosity Controlling,10
11226,Saccharomyces/Cornus Officinalis...,"Emollient, Skin Conditioning, Antioxidant",0
11227,Saccharomyces/Hydrolyzed Populus...,"Antimicrobial, Astringent",0
11228,Saccharomyces/Hydrolyzed Stachys...,Skin Conditioning,0
11229,Saccharomyces/Lycium Chinense Fr...,Skin Conditioning,0
11230,Saccharomyces/Grape Fruit/Seed/S...,Skin Conditioning,0
11231,Thymus Vulgaris Flower/Leaf Oil,"Masking, Skin Conditioning, Tonic",40
11232,Saccharomyces/Glycyrrhiza Glabra...,Humectant,0
11233,Saccharomyces/Juniperus Communis...,"Antimicrobial, Antioxidant, Skin Protecting",0
11234,Saccharomyces/Ledebouriella Diva...,Skin Conditioning,0
11235,Saccharomyces/Malus Pumila Fruit...,"Emollient, Skin Conditioning",0
11236,Isooctyl Polyhydroxystearate,"Emollient, Skin Conditioning",0
11237,Saccharomyces/Malt/Corn Ferment ...,Humectant,0
11238,Saccharomyces/Molasses/Cabbage L...,"Skin Conditioning, Antioxidant",0
11239,Saccharomyces/Paecilomyces Japon...,Skin Conditioning,0
11240,Saccharomyces/Phellodendron Amur...,Skin Conditioning,0
11241,Saccharomyces/Malt Extract Ferme...,Skin Conditioning,0
11242,Saccharomyces/Selaginella Lepido...,Skin Conditioning,0
11243,Saccharomyces/Opal Ferment Lysat...,Skin Conditioning,0
11244,Saccharomyces/Panax Ginseng Adve...,"Emollient, Emulsion Stabilising, Humectant",0
11245,Carica Papaya Leaf Extract,Tonic,11
11246,Saccharomyces/Panax Ginseng Spro...,"Emollient, Skin Conditioning",0
11247,Saccharomyces/Licorice Root/Rehm...,Skin Conditioning,0
11248,Saccharomyces/Lycium Chinense Fr...,Skin Conditioning,0
11249,Saccharomyces/Soybean Extract Fi...,"Antioxidant, Skin Protecting",0
11250,Saccharomyces/Ophiopogon Japonic...,Skin Conditioning,0
11251,Salicornia Bigelovii Extract,Skin Conditioning,0
11252,Saccharomyces/Rapeseed Oil Ferme...,"Antimicrobial, Emollient, Masking",0
11253,Saccharomyces/Opal/Mother Of Pea...,Viscosity Controlling,0
11254,Saccharomyces/Potassium Ferment ...,Skin Conditioning,0
11255,Saccharomyces/Rhodobacter/Lactob...,Antioxidant,0
11256,Saccharomyces/Rice Bran/Germ Fer...,Skin Conditioning,0
11257,Saccharomyces/Rubus Arcticus Cal...,"Antimicrobial, Emollient, Humectant",0
11258,Saccharomyces/Sea Silt Ferment,Skin Conditioning,0
11259,Saccharum Officinarum Bagasse Po...,"Humectant, Skin Conditioning",0
11260,Saccharomyces/Panax Ginseng Root...,Skin Conditioning,0
11261,Saccharomyces/Podophyllum Peltat...,Skin Conditioning,0
11262,Saccharomyces/Rice Sprout Fermen...,Humectant,0
11263,Saccharomyces/Saussurea Involucr...,"Antimicrobial, Emollient, Skin Conditioning",0
11264,Saccharomyces/Rice Ferment Lees ...,"Humectant, Skin Conditioning",0
11265,Saccharomyces/Rhodiola Crenulata...,Skin Conditioning,0
11266,Saccharomyces/Rice Lees Ferment ...,"Emollient, Skin Conditioning",0
11267,Saccharomyces/Sericterium Extrac...,"Astringent, Emollient, Skin Conditioning",0
11268,Saccharomyces/Rosa Canina Fruit ...,"Emollient, Skin Conditioning",0
11269,Saccharomyces/Turquoise Ferment ...,Skin Conditioning,0
11270,Saccharomyces/Sunflower Seed Oil...,"Emollient, Skin Conditioning",0
11271,Safflower Seed Oil Aminopropaned...,"Emollient, Humectant, Skin Conditioning",0
11272,Safflower Seed Oil Polyglyceryl-...,"Cleansing, Emollient, Emulsifying",0
11273,Saccharomyces/Titanium Citrate F...,Skin Conditioning,0
11274,Salicyloyl Octapeptide-9,"Antimicrobial, Antiseborrhoeic, Antioxidant",0
11275,Salvia Dorisiana Leaf Extract,Skin Conditioning,0
11276,Allantoin Biotin,"Antiseborrhoeic, Skin Conditioning, Skin Protecting",0
11277,Saccharomyces/Zinc/Iron/Germaniu...,Astringent,0
11278,Saffloweramidopropyl Ethyldimoni...,"Antistatic, Hair Conditioning",0
11279,Salacia Reticulata Root/Stem Powder,Skin Conditioning,0
11280,Salicyloyl Decapeptide-10,Skin Conditioning,0
11281,Salix Petsusu Bark Extract,Humectant,0
11282,Salacia Oblonga Root Extract,Skin Conditioning,0
11283,Salcolin,"Skin Conditioning, Skin Protecting",0
11284,Salicyloyl Oligopeptide-143,Skin Conditioning,0
11285,Salix Alba/Daphnoides/Fragilis/P...,Skin Conditioning,0
11286,Salvadora Persica Bark/Root Extract,Skin Conditioning,0
11287,Salvia Nemorosa Flower/Leaf/Stem...,Antioxidant,0
11288,Salvia Officinalis Lavandulifoli...,Perfuming,0
11289,Salvia Officinalis Root Extract,Skin Conditioning,0
11290,Cimicifuga Racemosa Root,Skin Conditioning,0
11291,Salsola Komarovii Extract,"Emollient, Skin Conditioning",0
11292,Salvia Lavandulifolia Herb Extract,Perfuming,0
11293,Salvia Sclarea Flower/Leaf/Stem ...,Skin Protecting,0
11294,Sambucus Latipinna Callus Cultur...,Skin Conditioning,0
11295,Salix Daphnoides Bark Extract,Skin Conditioning,0
11296,Salix Polaris Callus Culture Ext...,"Antimicrobial, Antioxidant, Skin Protecting",0
11297,Salvadora Persica Stem Extract,Astringent,0
11298,Salvia Officinalis Leaf Powder,Exfoliating,0
11299,Salvia Sclarea Flower/Leaf/Stem ...,Skin Conditioning,0
11300,Salvia Triloba Leaf Extract,"Antimicrobial, Astringent",0
11301,Salmo Ovum Extract,Skin Conditioning,0
11302,Salvia Officinalis Flower/Leaf/S...,Antioxidant,0
11303,Saccharomyces/Asparagus Cochinch...,Skin Conditioning,1
11304,Salvia Triloba Leaf Oil,"Antimicrobial, Masking",0
11305,Sanguinaria Canadensis Root Extract,Skin Conditioning,0
11306,Salvia Officinalis Lavandulifoli...,Perfuming,0
11307,S-Hiv-1 Oligopeptide-3 Sp,"Skin Conditioning, Skin Protecting",0
11308,Rhodiola Sachalinensis Callus Cu...,Skin Conditioning,0
11309,Rhodobacter Sphaeroides Lysate E...,Bleaching,0
11310,Rhodosorus Marinus Extract,"Emollient, Skin Conditioning, Antioxidant",0
11311,Rhus Semialata Leaf Extract,"Antimicrobial, Astringent, Emollient",0
11312,Ribes Nigrum Fruit Water,"Masking, Skin Conditioning",0
11313,Ribes Nigrum Leaf Water,Skin Conditioning,0
11314,Ribes Rubrum Callus Powder,"Antioxidant, Skin Protecting",0
11315,Rhodiola Sacra Root Extract,Emollient,0
11316,Rhododendron Yedoense Flower Ext...,Skin Conditioning,0
11317,Rhus Semialata Leaf/Stem Extract,Skin Protecting,0
11318,Saccharomyces/Aloe Barbadensis L...,Skin Conditioning,0
11319,Rhyolite Powder,UV Absorber,0
11320,Rhododendron Weyrichii Flower Ex...,"Humectant, Skin Conditioning, Skin Protecting",0
11321,Rhus Verniciflua Bark Extract,"Astringent, Bleaching, Antioxidant",0
11322,Ribes Nigrum Juice,Skin Conditioning,0
11323,Ribonic Acid,Buffering,0
11324,Ribes Grossularia Fruit Extract,Moisturising,0
11325,Rice Bran Oil Dimethylaminoethyl...,Emulsifying,0
11326,Ribes Nigrum Bud Cera,Skin Protecting,0
11327,Ribes Grossularia Fruit Juice,Skin Conditioning,0
11328,Ribes Nigrum Leaf Oil,Perfuming,0
11329,Ribes Rubrum Callus Extract,"Skin Conditioning, Antioxidant, Skin Protecting",0
11330,Ribes Rubrum Juice,Skin Conditioning,0
11331,Rice Bran/Germ Triterpenoids,Skin Conditioning,0
11332,Saccharomyces/Apple Fruit/Honey/...,"Humectant, Skin Conditioning",0
11333,Ricebranamidopropyl Hydroxyethyl...,"Antistatic, Hair Conditioning",0
11334,Ribes Nigrum Bud Wax,"",0
11335,Ribes Rubrum (Currant) Fruit Water,Skin Conditioning,0
11336,Ribes Rubrum Fruit Water,Skin Conditioning,0
11337,Rice Bran Oil/Hydrogenated Rice ...,Skin Protecting,0
11338,Rice Hull Vinegar,Skin Conditioning,0
11339,Rice Oligopeptide-91 Sh-Polypept...,"Humectant, Skin Conditioning",0
11340,Rice Bran Wax Ethyl Esters,Antioxidant,0
11341,Rice Sh-Polypeptide-9 Dimer,"Humectant, Skin Conditioning",0
11342,Ricinoleamide Dea,"Antistatic, Foam Boosting, Surfactant",0
11343,Ricinoleamidopropyl Dimethylamin...,"Antistatic, Hair Conditioning",0
11344,Ricinoleic Acid/Adipic Acid/Aeea...,Viscosity Controlling,0
11345,Robinia Pseudoacacia Flower/Leaf...,Skin Conditioning,0
11346,Rice Bran Oil Polyglyceryl-3 Esters,Emulsifying,0
11347,Ricinoleamide Mea,"Antistatic, Foam Boosting, Surfactant",0
11348,Rosa Borboniana Flower Extract,Skin Conditioning,0
11349,Rosa Canina Callus Lysate,"Cosmetic Colorant, Antioxidant",0
11350,Ricinoleamidopropyltrimonium Chl...,"Antistatic, Hair Conditioning",0
